building,feature_set,mode,use_static,strict_cold_start,seed,n_dynamic_features,n_static_features,n_train_seq,n_val_seq,n_test_seq,status,rmse,mae,r2,wape_pct,wape_24h,wape_72h,wape_168h,wape_336h,scope,n_train_seq_pooled,n_val_seq_pooled,n_test_seq_pooled,baseline_model,baseline_rmse,baseline_mae,baseline_r2,baseline_wape_pct
ICO,setA,M1,False,False,82,9,0,11159,2066,8213,ok,8.949648410135397,5.214564800262451,0.9212605953216553,17.866291046142578,31.40226936340332,31.777429580688477,24.566322326660156,21.212621688842773,single,,,,ARX_ES,4.15,2.584,0.9828,6.55
LIB,setA,M1,False,False,42,9,0,11158,2066,8213,ok,9.426075064059338,5.7560529708862305,0.9768930673599243,10.014962196350098,12.654831886291504,12.181191444396973,7.961151599884033,7.0587077140808105,single,,,,ARX_ES,10.072,6.056,0.9718,7.718
LIB,setA,M1,False,False,52,9,0,11158,2066,8213,ok,9.41845114574914,5.632153511047363,0.9769303798675537,9.799388885498047,12.339359283447266,12.006390571594238,7.71942138671875,6.86361026763916,single,,,,ARX_ES,10.072,6.056,0.9718,7.718
LIB,setA,M1,False,False,62,9,0,11158,2066,8213,ok,9.347577079950986,5.628520965576172,0.9772762656211853,9.793068885803223,12.824685096740723,12.74553108215332,8.954577445983887,7.463432788848877,single,,,,ARX_ES,10.072,6.056,0.9718,7.718
LIB,setA,M1,False,False,72,9,0,11158,2066,8213,ok,8.839583099338858,5.221022129058838,0.9796790480613708,9.084061622619629,12.415236473083496,11.993769645690918,8.07767391204834,6.830106735229492,single,,,,ARX_ES,10.072,6.056,0.9718,7.718
LIB,setA,M1,False,False,82,9,0,11158,2066,8213,ok,9.897563796409898,5.761843681335449,0.9745236039161682,10.02503776550293,17.102489471435547,16.598155975341797,10.591038703918457,8.626943588256836,single,,,,ARX_ES,10.072,6.056,0.9718,7.718
SOC,setA,M1,False,False,42,9,0,11158,2066,8213,ok,17.532931486874563,10.026827812194824,0.9799745082855225,9.143651962280273,11.801517486572266,12.476969718933105,9.48614501953125,7.690279006958008,single,,,,ARX_ES,22.821,13.13,0.9652,8.826
SOC,setA,M1,False,False,52,9,0,11158,2066,8213,ok,18.41353049984576,10.675430297851562,0.977912425994873,9.735124588012695,12.6109037399292,13.393184661865234,11.263928413391113,8.927413940429688,single,,,,ARX_ES,22.821,13.13,0.9652,8.826
SOC,setA,M1,False,False,62,9,0,11158,2066,8213,ok,17.640550611557064,10.168737411499023,0.9797279238700867,9.273062705993652,11.495797157287598,12.48435115814209,9.704002380371094,7.9854888916015625,single,,,,ARX_ES,22.821,13.13,0.9652,8.826
SOC,setA,M1,False,False,72,9,0,11158,2066,8213,ok,18.685769705900615,10.97764778137207,0.9772545099258423,10.010722160339355,12.784916877746582,13.850302696228027,9.976128578186035,8.313689231872559,single,,,,ARX_ES,22.821,13.13,0.9652,8.826
SOC,setA,M1,False,False,82,9,0,11158,2066,8213,ok,18.16408518143745,11.003649711608887,0.9785068035125732,10.034435272216797,13.54453182220459,12.417902946472168,9.3033447265625,7.920555591583252,single,,,,ARX_ES,22.821,13.13,0.9652,8.826
U01,setA,M1,False,False,42,9,0,11158,2066,8213,ok,13.838827183594093,8.09041976928711,0.9735231399536133,9.823577880859375,5.3440937995910645,6.07328462600708,4.362204551696777,4.395782947540283,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U01,setA,M1,False,False,52,9,0,11158,2066,8213,ok,13.090851456101056,7.777313709259033,0.9763079285621643,9.443398475646973,7.927010536193848,8.579100608825684,5.72951602935791,5.306183815002441,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U01,setA,M1,False,False,62,9,0,11158,2066,8213,ok,12.748994077008033,7.842134952545166,0.9775291681289673,9.52210521697998,9.94177532196045,10.741774559020996,7.6035566329956055,6.490841388702393,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U01,setA,M1,False,False,72,9,0,11158,2066,8213,ok,13.174534503161771,7.79807186126709,0.9760040640830994,9.468602180480957,9.864767074584961,10.097526550292969,6.638106346130371,5.791100025177002,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U01,setA,M1,False,False,82,9,0,11158,2066,8213,ok,13.101649848769643,7.8808674812316895,0.9762688279151917,9.569135665893555,9.138615608215332,9.942349433898926,7.29763650894165,6.184386730194092,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U02,setA,M1,False,False,42,9,0,11158,2066,8206,ok,3.949940963497088,1.957558512687683,0.909980058670044,22.643856048583984,25.9833927154541,31.81023406982422,28.50132179260254,23.755815505981445,single,,,,ARX_ES,4.169,2.216,0.9126,18.718
U02,setA,M1,False,False,52,9,0,11158,2066,8206,ok,4.29471159138751,2.157902717590332,0.8935794830322266,24.96131706237793,20.818458557128906,22.419078826904297,22.93762969970703,21.41267967224121,single,,,,ARX_ES,4.169,2.216,0.9126,18.718
